name,start_time,end_time,label,avg_val,avg_act,avg_dom
Ses03M_impro08a_F020,154.2778,158.6553,ang,2.0,3.5,4.5
Ses03M_impro08a_F021,158.675,166.4244,ang,1.5,4.5,4.5
Ses03M_impro08a_F022,167.568,169.7174,ang,2.0,3.0,4.0
Ses03M_impro08a_F023,169.7568,173.6019,fru,1.5,3.5,4.5
Ses03M_impro08a_F024,180.0104,183.8753,fru,1.5,3.0,3.5
Ses03M_impro08a_F025,183.8875,188.0359,fru,1.5,4.0,4.5
Ses03M_impro08a_F026,188.5288,196.8895,xxx,1.5,5.0,5.0
Ses03M_impro08a_F027,201.0304,207.7347,fru,2.0,4.0,4.0
Ses03M_impro08a_F028,209.884,215.3575,fru,1.5,3.5,4.5
Ses03M_impro08a_F029,218.1658,225.718,fru,2.5,4.0,4.0
Ses03M_impro08a_F030,225.7771,229.8392,fru,3.0,2.5,3.0
Ses03M_impro08a_F031,230.4899,239.5801,fru,2.0,5.0,4.5
Ses03M_impro08a_F032,239.6393,242.9323,fru,2.0,3.5,4.5
Ses03M_impro08a_F033,245.3971,248.907,fru,2.5,2.5,3.5
Ses03M_impro08a_F034,249.7746,262.7494,fru,1.5,4.0,4.5
Ses03M_impro08a_F035,266.4367,274.7974,fru,1.5,4.0,4.5
Ses03M_impro08a_M000,6.5663,11.4367,neu,3.0,3.0,2.5
Ses03M_impro08a_M001,17.6481,20.8228,neu,3.0,2.0,3.0
Ses03M_impro08a_M002,34.1722,42.0202,neu,3.0,2.5,3.5
Ses03M_impro08a_M003,43.4794,46.8315,neu,3.0,2.5,3.0
Ses03M_impro08a_M004,47.7977,53.2597,neu,3.0,3.5,3.5
Ses03M_impro08a_M005,60.1218,62.9021,neu,2.5,2.5,3.0
Ses03M_impro08a_M006,68.6402,77.553,neu,2.5,2.5,3.5
Ses03M_impro08a_M007,87.7474,90.4292,neu,3.0,2.5,3.0
Ses03M_impro08a_M008,91.0602,95.6349,neu,3.0,2.0,3.0
Ses03M_impro08a_M009,98.8687,101.6293,neu,3.5,3.0,2.5
Ses03M_impro08a_M010,101.7279,107.3871,neu,3.0,3.5,3.5
Ses03M_impro08a_M011,116.221,122.3732,fru,2.0,3.5,3.0
Ses03M_impro08a_M012,125.5676,133.948,neu,3.0,4.0,4.0
Ses03M_impro08a_M013,134.2043,140.4156,neu,3.0,3.0,4.0
Ses03M_impro08a_M014,141.8945,144.4579,fru,2.5,3.0,3.0
Ses03M_impro08a_M015,144.5565,150.0974,fru,2.0,3.0,4.0
Ses03M_impro08a_M016,151.3989,157.4327,neu,2.0,3.0,3.5
Ses03M_impro08a_M017,162.1454,164.3145,neu,3.0,2.0,2.5
Ses03M_impro08a_M018,165.8131,170.0329,neu,2.5,2.5,3.0
Ses03M_impro08a_M019,171.3737,181.1935,neu,3.0,3.0,3.5
Ses03M_impro08a_M020,185.9851,190.8753,neu,2.0,3.0,3.5
Ses03M_impro08a_M021,196.2388,203.5544,neu,3.0,3.0,4.0
Ses03M_impro08a_M022,206.9065,211.1854,neu,2.5,2.0,3.0
Ses03M_impro08a_M023,214.8728,218.8559,neu,2.5,3.0,3.5
Ses03M_impro08a_M024,227.9067,231.1406,neu,3.0,3.5,2.5
Ses03M_impro08a_M025,242.3999,246.0675,neu,3.0,3.5,3.0
Ses03M_impro08a_M026,247.9999,250.6619,neu,3.0,2.0,3.0
Ses03M_impro08a_M027,261.2113,268.4283,neu,2.5,2.5,4.0
Ses03M_impro08b_F000,12.94,15.58,xxx,2.0,2.0,3.0
Ses03M_impro08b_F001,17.54,25.32,fru,1.5,4.0,4.5
Ses03M_impro08b_F002,30.88,36.94,fru,1.5,3.5,4.5
Ses03M_impro08b_F003,37.94,42.03,fru,2.0,3.0,3.5
Ses03M_impro08b_F004,44.69,49.21,fru,1.5,4.5,4.5
Ses03M_impro08b_F005,49.65,52.01,ang,1.5,3.5,4.0
Ses03M_impro08b_F006,52.26,58.7975,ang,1.5,2.5,4.0
Ses03M_impro08b_F007,58.86,65.3,fru,2.0,4.0,4.5
Ses03M_impro08b_F008,69.82,77.46,fru,1.5,3.5,4.5
Ses03M_impro08b_F009,78.18,83.7,fru,1.5,3.5,4.0
Ses03M_impro08b_F010,86.87,93.38,fru,2.0,3.5,4.5
Ses03M_impro08b_F011,104.39,114.79,fru,1.5,4.0,4.5
Ses03M_impro08b_F012,120.26,126.69,fru,2.0,4.0,4.0
Ses03M_impro08b_F013,127.63,135.86,fru,1.5,4.0,4.5
Ses03M_impro08b_F014,138.34,142.61,fru,2.0,3.5,4.0
Ses03M_impro08b_F015,151.39,155.52,fru,1.5,4.0,4.0
Ses03M_impro08b_F016,156.72,158.38,fru,2.5,3.0,2.5
Ses03M_impro08b_F017,160.45,165.96,xxx,2.0,3.5,4.5
Ses03M_impro08b_F018,168.03,169.75,xxx,2.0,3.5,3.5
Ses03M_impro08b_F019,170.26,174.57,xxx,2.5,3.5,4.5
Ses03M_impro08b_F020,176.8925,178.0375,xxx,2.0,2.5,3.0
Ses03M_impro08b_F021,192.12,196.91,neu,2.5,3.0,3.0
Ses03M_impro08b_F022,197.06,199.19,xxx,2.5,2.5,3.5
Ses03M_impro08b_F023,203.4325,204.7875,neu,3.0,2.5,2.5
Ses03M_impro08b_F024,207.0,209.66,neu,4.0,2.5,2.5
Ses03M_impro08b_M000,15.12,17.52,neu,3.0,3.0,3.0
Ses03M_impro08b_M001,24.13,31.92,neu,2.5,3.5,3.5
Ses03M_impro08b_M002,34.92,39.08,neu,2.5,2.5,3.0
Ses03M_impro08b_M003,42.08,45.59,neu,3.0,2.5,3.0
Ses03M_impro08b_M004,48.48,52.79,neu,2.0,2.5,3.0
Ses03M_impro08b_M005,64.77,75.67,neu,3.0,3.0,4.0
Ses03M_impro08b_M006,75.98,78.5,neu,2.5,2.5,3.5
Ses03M_impro08b_M007,83.15,88.98,neu,2.5,3.0,3.5
Ses03M_impro08b_M008,92.73,98.39,neu,2.5,2.5,3.0
Ses03M_impro08b_M009,98.5,106.5,neu,3.0,3.0,3.0
Ses03M_impro08b_M010,113.68,122.84,neu,3.0,3.5,4.0
Ses03M_impro08b_M011,123.0,130.19,neu,3.0,3.0,3.0
Ses03M_impro08b_M012,132.68,138.85,neu,3.0,2.5,4.0
Ses03M_impro08b_M013,142.13,146.51,neu,3.0,3.0,3.0
Ses03M_impro08b_M014,146.55,153.83,neu,3.0,2.5,4.0
Ses03M_impro08b_M015,154.71,157.39,neu,2.5,3.5,4.0
Ses03M_impro08b_M016,157.48,160.87,neu,3.0,3.0,3.0
Ses03M_impro08b_M017,164.97,170.84,neu,3.0,3.0,3.5
Ses03M_impro08b_M018,174.59,177.5,neu,3.0,2.5,3.0
Ses03M_impro08b_M019,178.1425,188.83,neu,3.0,3.5,4.0
Ses03M_impro08b_M020,188.85,191.06,neu,3.0,2.5,3.0
Ses03M_impro08b_M021,198.82,201.91,neu,3.0,2.5,3.0
Ses03M_impro08b_M022,204.39,208.88,neu,3.5,3.0,3.5
Ses03M_script01_1_F000,6.6092,11.777,neu,3.0,3.0,3.0
Ses03M_script01_1_F001,14.5015,19.6517,sur,2.5,3.5,3.5
Ses03M_script01_1_F002,21.304,23.5188,sur,2.0,3.5,3.0
Ses03M_script01_1_F003,31.8506,34.5927,xxx,2.0,3.5,3.5
Ses03M_script01_1_F004,40.0593,42.3795,sad,3.0,2.5,2.5
Ses03M_script01_1_F005,47.5298,49.4985,sad,3.0,2.5,2.5
Ses03M_script01_1_F006,51.5374,54.8596,xxx,2.0,3.5,3.5
Ses03M_script01_1_F007,54.9651,59.2013,fru,2.0,3.5,3.5
Ses03M_script01_1_F008,61.0118,66.785,sad,2.0,3.5,3.0
Ses03M_script01_1_F009,71.9274,73.9489,xxx,2.5,2.5,2.5
Ses03M_script01_1_F010,77.8159,79.695,xxx,2.0,3.0,2.5
Ses03M_script01_1_F011,87.5187,90.4366,xxx,3.0,3.5,3.0
Ses03M_script01_1_F012,113.1996,116.0999,xxx,2.0,3.0,2.5
Ses03M_script01_1_F013,117.0666,119.8625,fru,2.0,3.5,3.0
Ses03M_script01_1_F014,124.5723,128.6327,xxx,2.5,3.5,3.5
Ses03M_script01_1_F015,128.6854,136.6656,fru,2.0,3.0,4.0
Ses03M_script01_1_F016,140.0581,148.8821,ang,2.0,4.0,4.0
Ses03M_script01_1_F017,152.8722,155.0166,ang,3.0,2.5,3.0
Ses03M_script01_1_F018,155.5967,160.2372,xxx,2.5,3.0,3.0
Ses03M_script01_1_F019,162.5223,165.5104,xxx,3.0,2.0,2.5
Ses03M_script01_1_F020,167.0748,171.3638,ang,2.0,4.0,3.5
Ses03M_script01_1_F021,173.0336,177.762,neu,3.0,3.5,2.5
Ses03M_script01_1_F022,178.2718,180.4162,fru,1.5,4.0,3.0
Ses03M_script01_1_F023,188.3964,191.9471,xxx,2.0,3.0,2.5
Ses03M_script01_1_F024,192.1053,195.7439,xxx,2.5,3.5,3.5
Ses03M_script01_1_F025,196.904,205.9916,fru,2.0,4.0,4.0
Ses03M_script01_1_F026,206.0268,217.2625,fru,2.0,4.0,3.5
Ses03M_script01_1_F027,230.0377,235.1352,xxx,4.0,3.5,3.0
Ses03M_script01_1_F028,236.436,239.4417,neu,2.5,3.0,2.5
Ses03M_script01_1_F029,241.4456,246.5175,xxx,2.0,3.5,3.0
Ses03M_script01_1_F030,259.0583,264.395,neu,2.0,3.5,3.0
Ses03M_script01_1_F031,266.5639,270.4837,fru,1.5,3.5,3.5
Ses03M_script01_1_F032,273.8586,282.9111,xxx,2.0,4.0,3.5
Ses03M_script01_1_F033,294.6353,297.729,fru,2.0,3.5,3.0
Ses03M_script01_1_F034,298.766,310.8594,fru,1.5,4.5,3.5
Ses03M_script01_1_F035,315.3593,319.1736,xxx,2.5,2.5,2.5
Ses03M_script01_1_F036,333.5675,336.3425,xxx,2.5,3.0,2.5
Ses03M_script01_1_F037,340.8468,343.4482,xxx,2.0,4.0,2.5
Ses03M_script01_1_F038,349.284,354.1175,ang,1.5,4.5,4.0
Ses03M_script01_1_F039,355.6998,358.2486,xxx,2.0,4.0,3.0
Ses03M_script01_1_F040,376.51,381.0642,sad,2.5,2.5,2.5
Ses03M_script01_1_F041,383.9997,386.9,xxx,2.5,3.0,3.0
Ses03M_script01_1_F042,390.2222,394.1947,fru,2.0,4.0,4.0
Ses03M_script01_1_F043,394.2475,401.1175,ang,1.5,4.0,4.0
Ses03M_script01_1_F044,403.0011,407.7118,fru,2.0,4.0,3.0
Ses03M_script01_1_F045,411.4559,414.7429,sad,2.0,3.0,2.0
Ses03M_script01_1_F046,419.067,422.6352,sad,3.5,2.0,2.0
Ses03M_script01_1_M000,11.4606,14.6773,sad,3.0,2.0,2.5
Ses03M_script01_1_M001,19.265,21.9192,sad,2.5,2.5,2.5
Ses03M_script01_1_M002,23.1025,32.3525,sad,3.0,2.5,3.0
Ses03M_script01_1_M003,34.206,40.1648,sad,2.5,2.5,3.0
Ses03M_script01_1_M004,41.7292,47.2837,sad,2.5,2.5,3.0
Ses03M_script01_1_M005,49.0414,51.432,sad,2.0,2.5,3.0
Ses03M_script01_1_M006,58.7443,61.416,sad,3.0,2.0,2.5
Ses03M_script01_1_M007,66.2323,72.5602,sad,2.0,3.0,3.0
Ses03M_script01_1_M008,73.2985,78.5718,fru,3.0,3.5,4.0
Ses03M_script01_1_M009,79.187,87.9758,ang,2.0,3.0,4.0
Ses03M_script01_1_M010,90.0851,96.7118,fru,2.0,3.5,4.0
Ses03M_script01_1_M011,96.747,110.3169,ang,2.0,4.0,4.5
Ses03M_script01_1_M012,110.352,113.4632,ang,2.5,3.5,4.5
Ses03M_script01_1_M013,115.5726,117.6116,xxx,2.5,3.0,3.5
Ses03M_script01_1_M014,119.4396,125.1699,fru,1.5,4.0,4.5
Ses03M_script01_1_M015,136.0504,140.6733,fru,3.0,3.5,3.5
Ses03M_script01_1_M016,145.645,149.216,fru,3.0,4.0,3.5
Ses03M_script01_1_M017,149.6027,153.3625,neu,3.0,3.0,3.0
Ses03M_script01_1_M018,154.1553,156.1943,xxx,2.5,2.5,3.0
Ses03M_script01_1_M019,159.411,162.7156,neu,3.0,2.5,3.5
Ses03M_script01_1_M020,165.0359,167.901,fru,2.0,2.5,3.5
Ses03M_script01_1_M021,170.3619,173.6137,neu,2.0,4.0,3.5
Ses03M_script01_1_M022,176.5843,188.5546,ang,1.5,4.5,4.5
Ses03M_script01_1_M023,195.0056,197.2731,fru,2.0,2.5,3.5
Ses03M_script01_1_M024,217.5225,222.9188,fru,2.5,3.0,3.0
Ses03M_script01_1_M025,222.954,224.9875,xxx,2.5,2.5,3.0
Ses03M_script01_1_M026,225.17,230.1959,fru,2.0,3.0,3.5
Ses03M_script01_1_M027,234.7134,236.7524,ang,2.0,3.0,4.0
Ses03M_script01_1_M028,239.2308,242.2893,neu,3.0,2.5,2.5
Ses03M_script01_1_M029,245.8575,248.1426,neu,3.0,2.5,3.0
Ses03M_script01_1_M030,248.2129,253.0675,sad,2.0,3.0,3.5
Ses03M_script01_1_M031,253.115,259.0759,neu,2.0,3.5,4.0
Ses03M_script01_1_M032,263.8218,267.2846,xxx,2.5,3.0,3.5
Ses03M_script01_1_M033,270.3431,273.2258,fru,2.5,3.0,3.0
Ses03M_script01_1_M034,282.8408,295.1075,fru,2.5,3.0,3.5
Ses03M_script01_1_M035,312.0547,315.7108,fru,2.5,3.0,3.0
Ses03M_script01_1_M036,318.8396,329.8432,sad,2.0,2.0,3.0
Ses03M_script01_1_M037,329.9225,333.3939,neu,2.0,2.5,2.5
Ses03M_script01_1_M038,335.6965,341.245,neu,2.5,2.5,3.5
Ses03M_script01_1_M039,343.7998,349.6275,ang,1.5,1.5,3.5
Ses03M_script01_1_M040,352.1675,356.16,ang,2.5,2.5,4.0
Ses03M_script01_1_M041,357.4927,371.9591,ang,2.0,3.0,4.5
Ses03M_script01_1_M042,372.0118,376.0898,fru,2.5,3.0,4.0
Ses03M_script01_1_M043,380.5369,384.1403,neu,3.0,2.5,3.5
Ses03M_script01_1_M044,386.7945,389.8003,xxx,3.0,2.5,3.5
Ses03M_script01_1_M045,399.5734,403.1625,sad,2.0,3.5,3.0
Ses03M_script01_1_M046,407.0791,410.5946,sad,3.0,2.5,3.5
Ses03M_script01_1_M047,414.2156,418.5924,sad,3.0,2.5,3.5
Ses03M_script01_2_F000,7.4531,9.9374,ang,2.5,2.5,3.5
Ses03M_script01_2_F001,11.3988,16.8059,ang,2.5,4.0,4.0
Ses03M_script01_2_F002,18.3847,21.5754,xxx,2.0,4.5,4.0
Ses03M_script01_2_F003,31.0611,33.5056,xxx,2.0,3.0,3.5
Ses03M_script01_2_F004,37.1458,40.87,xxx,2.0,4.0,4.0
Ses03M_script01_2_F005,43.3633,45.705,xxx,2.5,3.5,3.0
Ses03M_script01_2_F006,46.7644,51.0024,ang,2.0,3.0,4.0
Ses03M_script01_2_F007,55.7187,68.1725,xxx,2.0,4.5,4.5
Ses03M_script01_2_F008,70.399,73.7469,xxx,2.5,2.5,3.5
Ses03M_script01_2_F009,73.7734,78.7023,ang,2.5,3.0,3.5
Ses03M_script01_2_F010,79.4197,84.5877,sad,2.0,2.5,3.5
Ses03M_script01_2_F011,85.2775,91.8282,sad,2.5,3.0,3.5
Ses03M_script01_2_F012,97.5675,106.5882,ang,2.0,4.0,4.5
Ses03M_script01_2_F013,106.9775,114.1875,xxx,1.0,4.0,5.0
Ses03M_script01_2_F014,115.1174,123.1816,xxx,1.5,4.0,4.5
Ses03M_script01_2_F015,123.225,137.2508,ang,1.0,5.0,5.0
Ses03M_script01_2_F016,137.9875,140.7125,xxx,1.5,2.5,4.0
Ses03M_script01_2_F017,144.385,154.9601,sad,1.0,4.5,5.0
Ses03M_script01_2_F018,158.1087,161.2573,xxx,2.5,3.0,3.5
Ses03M_script01_2_F019,166.3855,168.0925,sad,1.5,2.0,3.0
Ses03M_script01_2_M000,9.3923,11.7309,fru,2.5,2.5,2.5
Ses03M_script01_2_M001,15.7165,18.7325,neu,2.0,3.5,3.0
Ses03M_script01_2_M002,21.0705,27.295,fru,2.5,3.0,4.0
Ses03M_script01_2_M003,27.355,31.1674,fru,2.0,3.0,4.5
Ses03M_script01_2_M004,33.7315,37.4646,neu,2.5,3.0,3.0
Ses03M_script01_2_M005,40.3741,42.205,neu,2.5,2.5,3.0
Ses03M_script01_2_M006,45.1967,48.1195,fru,2.0,2.5,3.0
Ses03M_script01_2_M007,53.1546,56.1305,xxx,2.5,3.0,3.0
Ses03M_script01_2_M008,67.5692,70.9304,neu,3.0,3.0,3.5
Ses03M_script01_2_M009,93.1567,98.3513,fru,2.5,2.5,3.5
Ses03M_script01_2_M010,105.7114,108.4482,fru,2.5,2.5,3.0
Ses03M_script01_2_M011,113.6693,115.5957,fru,2.5,2.5,3.5
Ses03M_script01_2_M012,131.1125,136.2145,fru,2.0,3.0,3.5
Ses03M_script01_2_M013,141.5286,144.7525,xxx,2.5,3.0,3.0
Ses03M_script01_2_M014,149.5275,157.9626,ang,2.0,4.0,4.5
Ses03M_script01_2_M015,160.9784,164.5521,ang,2.0,3.0,4.0
Ses03M_script01_2_M016,164.6318,166.845,ang,1.5,3.5,4.5
Ses03M_script01_2_M017,167.4882,173.4799,ang,1.5,4.0,5.0
Ses03M_script01_3_F000,6.1934,11.6235,xxx,4.5,3.5,3.0
Ses03M_script01_3_F001,15.0037,19.1253,xxx,3.5,3.0,3.5
Ses03M_script01_3_F002,20.4556,23.356,xxx,3.5,3.5,2.5
Ses03M_script01_3_F003,25.115,28.1319,xxx,4.0,2.5,2.5
Ses03M_script01_3_F004,31.7301,37.9017,sad,2.5,3.5,3.0
Ses03M_script01_3_F005,38.8394,42.3941,xxx,3.5,3.5,3.0
Ses03M_script01_3_F006,43.9424,46.9083,sad,2.5,2.5,2.5
Ses03M_script01_3_F007,47.6497,55.325,sad,2.0,3.5,2.5
Ses03M_script01_3_F008,56.63,62.8279,sad,2.5,4.0,2.5
Ses03M_script01_3_F009,70.5478,74.4175,xxx,3.0,3.5,3.0
Ses03M_script01_3_F010,75.28,80.2086,xxx,3.0,4.0,2.5
Ses03M_script01_3_F011,91.3959,93.4022,hap,3.5,2.5,2.0
Ses03M_script01_3_F012,93.5331,96.4335,hap,4.0,3.5,2.0
Ses03M_script01_3_F013,129.4285,133.1025,hap,3.5,4.0,3.5
Ses03M_script01_3_F014,135.2293,138.7622,hap,3.0,3.5,3.0
Ses03M_script01_3_F015,140.6812,143.56,hap,3.5,2.5,2.5
Ses03M_script01_3_F016,145.5879,147.9868,hap,4.0,3.5,3.0
Ses03M_script01_3_F017,151.3888,158.5199,hap,4.0,4.0,3.0
Ses03M_script01_3_F018,158.6725,162.3362,hap,4.0,2.5,3.0
Ses03M_script01_3_F019,181.1126,183.4461,hap,4.5,3.0,3.0
Ses03M_script01_3_F020,183.4897,190.0102,hap,4.0,4.5,4.0
Ses03M_script01_3_F021,196.8578,200.8268,hap,3.5,3.0,3.0
Ses03M_script01_3_F022,202.4623,207.2382,xxx,3.5,3.5,4.0
Ses03M_script01_3_F023,208.7647,210.8801,xxx,2.5,3.0,2.5
Ses03M_script01_3_F024,216.4192,219.2324,xxx,2.0,3.5,4.0
Ses03M_script01_3_F025,220.759,226.9087,xxx,2.0,3.5,3.5
Ses03M_script01_3_F026,233.2111,235.9371,xxx,2.0,3.0,2.5
Ses03M_script01_3_F027,238.3796,241.9124,xxx,2.0,3.0,3.0
Ses03M_script01_3_F028,248.193,250.3738,xxx,3.0,2.5,2.5
Ses03M_script01_3_F029,252.7072,254.9098,sad,2.0,2.5,2.5
Ses03M_script01_3_F030,256.2836,258.5953,sad,2.5,2.0,3.0
Ses03M_script01_3_F031,382.4192,385.8212,sad,2.0,2.5,2.0
Ses03M_script01_3_F032,387.7184,394.51,xxx,2.0,3.5,3.5
Ses03M_script01_3_F033,394.605,407.426,sad,2.0,4.0,4.5
Ses03M_script01_3_F034,411.0308,414.978,hap,4.0,3.5,3.0
Ses03M_script01_3_M000,10.4249,15.5925,xxx,4.0,3.0,2.5
Ses03M_script01_3_M001,28.7207,32.0573,neu,3.0,2.5,2.0
Ses03M_script01_3_M002,37.1821,39.4064,sur,2.0,2.5,2.5
Ses03M_script01_3_M003,41.6308,44.1605,xxx,2.5,2.5,3.0
Ses03M_script01_3_M004,54.7372,57.0052,neu,3.0,2.5,3.5
Ses03M_script01_3_M005,61.9338,71.3765,xxx,2.5,3.0,3.0
Ses03M_script01_3_M006,73.8626,76.0651,xxx,3.0,3.0,3.0
Ses03M_script01_3_M007,79.9687,84.352,xxx,3.0,3.0,2.0
Ses03M_script01_3_M008,84.4175,90.2475,hap,4.0,3.0,3.0
Ses03M_script01_3_M009,96.826,104.306,xxx,4.5,3.5,3.5
Ses03M_script01_3_M010,105.7454,108.1442,hap,4.0,4.0,3.5
Ses03M_script01_3_M011,108.2968,113.7924,xxx,4.5,3.5,4.0
Ses03M_script01_3_M012,113.8578,124.095,xxx,3.5,4.0,4.0
Ses03M_script01_3_M013,124.1675,130.2572,xxx,2.0,3.0,4.0
Ses03M_script01_3_M014,132.4379,135.7091,xxx,2.5,2.5,3.0
Ses03M_script01_3_M015,138.0643,140.485,xxx,2.5,2.5,2.5
Ses03M_script01_3_M016,143.6775,146.3948,hap,4.0,3.0,2.5
Ses03M_script01_3_M017,148.074,151.2361,xxx,3.5,2.5,3.0
Ses03M_script01_3_M018,162.7288,168.8567,hap,4.0,2.0,4.0
Ses03M_script01_3_M019,170.19,177.5798,exc,4.5,3.5,4.0
Ses03M_script01_3_M020,177.9425,181.6575,xxx,4.0,3.0,3.5
Ses03M_script01_3_M021,190.9697,197.0104,hap,4.0,2.5,3.5
Ses03M_script01_3_M022,200.5869,202.975,xxx,3.0,3.0,2.5
Ses03M_script01_3_M023,210.0732,216.97,sad,3.5,3.0,2.5
Ses03M_script01_3_M024,218.6872,221.4132,xxx,3.0,3.5,2.5
Ses03M_script01_3_M025,226.0582,234.018,xxx,2.5,2.5,3.0
Ses03M_script01_3_M026,235.7844,238.9684,xxx,2.5,2.5,3.0
Ses03M_script01_3_M027,243.9405,249.4578,sad,2.5,3.0,3.5
Ses03M_script01_3_M028,250.1557,252.8162,sad,2.0,2.0,3.0
Ses03M_script01_3_M029,254.1683,256.6762,sad,2.0,2.5,3.0
Ses03M_script01_3_M030,258.2862,263.8721,sad,3.0,2.5,3.0
Ses03M_script01_3_M031,264.0975,276.0196,sad,3.0,2.5,3.5
Ses03M_script01_3_M032,276.085,286.1925,sad,2.5,2.5,4.5
Ses03M_script01_3_M033,286.2625,297.9175,sad,2.5,2.5,4.5
Ses03M_script01_3_M034,297.99,305.77,sad,3.0,3.0,4.5
Ses03M_script01_3_M035,305.865,316.6907,sad,2.5,3.5,4.5
Ses03M_script01_3_M036,316.8217,329.4952,sad,2.5,3.5,4.5
Ses03M_script01_3_M037,329.64,341.5275,sad,2.5,3.5,4.5
Ses03M_script01_3_M038,341.635,351.2996,sad,2.0,3.0,4.0
Ses03M_script01_3_M039,351.365,357.7111,sad,3.0,3.5,3.5
Ses03M_script01_3_M040,357.8637,370.2505,sad,2.5,3.5,4.5
Ses03M_script01_3_M041,370.3325,375.1136,sad,2.0,3.0,3.5
Ses03M_script01_3_M042,375.2492,382.1793,sad,2.5,2.5,3.0
Ses03M_script01_3_M043,385.276,388.0673,xxx,3.0,3.0,3.5
Ses03M_script01_3_M044,404.0087,405.4917,xxx,4.0,3.0,3.0
Ses03M_script01_3_M045,407.0182,410.6601,hap,4.0,3.0,4.0
Ses03M_script01_3_M046,415.3051,417.31,hap,4.0,2.0,3.0
Ses03M_script02_1_F000,33.015,35.3238,xxx,2.5,2.5,3.0
Ses03M_script02_1_F001,55.6737,57.3558,xxx,2.0,3.0,3.5
Ses03M_script02_1_F002,60.555,63.12,xxx,2.0,3.5,3.5
Ses03M_script02_1_F003,64.3645,66.6875,xxx,2.0,3.5,3.5
Ses03M_script02_1_F004,67.6132,73.3356,xxx,1.5,4.0,4.0
Ses03M_script02_1_F005,93.2403,95.2027,neu,3.0,3.5,3.0
Ses03M_script02_1_F006,131.5159,134.5338,xxx,2.5,2.5,3.0
Ses03M_script02_1_F007,136.6446,139.915,fru,1.5,3.0,4.0
Ses03M_script02_1_F008,147.1494,149.465,fru,1.5,3.5,3.5
Ses03M_script02_1_F009,149.8869,152.0308,fru,2.0,3.5,4.0
Ses03M_script02_1_F010,152.7025,154.1375,xxx,1.5,4.0,4.0
Ses03M_script02_1_F011,161.3075,163.265,xxx,3.0,3.0,3.0
Ses03M_script02_1_F012,164.0197,167.1036,xxx,1.5,3.0,3.5
Ses03M_script02_1_F013,180.1315,188.05,fru,1.5,4.0,4.5
Ses03M_script02_1_F014,205.0824,213.5093,xxx,1.5,4.5,4.5
Ses03M_script02_1_F015,214.3998,216.6756,fru,1.5,3.5,4.0
Ses03M_script02_1_F016,233.7108,235.9866,neu,2.0,3.0,3.5
Ses03M_script02_1_F017,236.4483,238.048,xxx,2.0,2.5,4.0
Ses03M_script02_1_F018,250.1029,259.775,fru,2.0,4.0,4.5
Ses03M_script02_1_F019,261.6796,264.4501,fru,2.0,3.5,4.5
Ses03M_script02_1_F020,340.6551,342.8649,xxx,3.0,2.5,3.5
Ses03M_script02_1_F021,345.1901,347.2021,xxx,3.5,2.0,3.0
Ses03M_script02_1_F022,348.7522,351.3743,xxx,2.0,2.0,3.0
Ses03M_script02_1_M000,8.0641,17.6619,exc,4.0,3.5,4.5
Ses03M_script02_1_M001,17.8103,22.9225,exc,4.5,3.5,4.5
Ses03M_script02_1_M002,23.3513,33.6747,exc,4.0,2.5,3.5
Ses03M_script02_1_M003,34.895,42.6458,exc,4.5,3.5,4.5
Ses03M_script02_1_M004,42.68,48.7125,exc,3.5,3.5,3.5
Ses03M_script02_1_M005,48.7575,56.05,exc,3.5,4.5,4.0
Ses03M_script02_1_M006,56.8281,60.9975,xxx,2.5,2.5,3.0
Ses03M_script02_1_M007,62.3691,64.9087,xxx,4.0,3.0,3.0
Ses03M_script02_1_M008,66.2444,67.976,xxx,2.5,2.5,2.5
Ses03M_script02_1_M009,72.9893,81.0725,xxx,2.5,4.0,4.0
Ses03M_script02_1_M010,81.095,87.4189,xxx,3.5,4.0,3.5
Ses03M_script02_1_M011,87.4849,93.8225,xxx,3.0,2.0,3.5
Ses03M_script02_1_M012,94.9553,98.7812,xxx,2.5,3.0,3.0
Ses03M_script02_1_M013,99.0616,105.0478,xxx,2.0,3.0,4.0
Ses03M_script02_1_M014,105.1303,113.013,exc,3.0,3.5,4.0
Ses03M_script02_1_M015,113.1449,125.1669,exc,4.5,4.0,4.5
Ses03M_script02_1_M016,125.2328,131.0047,exc,4.0,3.0,4.0
Ses03M_script02_1_M017,134.2864,137.1559,neu,3.0,3.5,3.0
Ses03M_script02_1_M018,139.4316,147.5122,xxx,1.5,4.0,4.5
Ses03M_script02_1_M019,149.1448,150.6455,xxx,2.5,3.5,3.0
Ses03M_script02_1_M020,151.2887,159.4875,fru,2.0,4.0,4.5
Ses03M_script02_1_M021,159.545,161.3675,xxx,2.0,3.5,4.0
Ses03M_script02_1_M022,162.8159,164.5969,xxx,2.0,3.0,4.0
Ses03M_script02_1_M023,166.4109,180.6592,exc,2.0,4.0,4.5
Ses03M_script02_1_M024,187.1896,199.3435,exc,2.5,4.0,4.5
Ses03M_script02_1_M025,199.393,205.6761,exc,3.5,3.5,4.5
Ses03M_script02_1_M026,212.7177,214.9575,exc,1.5,3.0,4.0
Ses03M_script02_1_M027,216.3952,231.0393,exc,2.0,4.0,4.5
Ses03M_script02_1_M028,231.0887,234.2715,xxx,2.5,2.5,3.0
Ses03M_script02_1_M029,235.3599,236.7225,xxx,2.0,3.0,2.5
